path,extension,size_bytes,git_status,scientific_role,authoritative,manuscript_facing,sha256_or_status,legacy_candidate,temporary_generated,required_for_reproduction,safe_to_remove_candidate,contains_absolute_local_path,sensitive_information_scan
Code/src/additional_sensitivity_analysis/__pycache__/finalize.cpython-311.pyc,.pyc,67456,untracked,analysis code or configuration,yes,yes,631c82ef9551fdd76c99d9dc6e82062c4386651567b11fc7eefc0f8e9803b1af,no,yes,yes,yes,no,not scanned (binary/large)
Code/src/additional_sensitivity_analysis/__pycache__/io_utils.cpython-311.pyc,.pyc,2166,untracked,analysis code or configuration,yes,yes,2caf8d899513b6487f8b7169afc9567d196b404552e105f93da945f3594888da,no,yes,yes,yes,no,not scanned (binary/large)
Code/src/additional_sensitivity_analysis/__pycache__/production.cpython-311.pyc,.pyc,51393,untracked,analysis code or configuration,yes,yes,32eefc9e334c0b3aaacaeebeac8f74a58dffaa7b12552371445f2ccacc9edd03,no,yes,yes,yes,no,not scanned (binary/large)
Code/src/additional_sensitivity_analysis/__pycache__/production.cpython-313.pyc,.pyc,42983,untracked,analysis code or configuration,yes,yes,9300257cf98c3f81b3604376e2a2a08432fe5b84b73f2e9ce30157b139fc9afa,no,yes,yes,yes,no,not scanned (binary/large)
Code/src/additional_sensitivity_analysis/__pycache__/schemas.cpython-311.pyc,.pyc,3474,untracked,analysis code or configuration,yes,yes,fab38122be2dff8dba3949cd4ceee74bacb02eb4d1e84ea6efc67ada31c12f2e,no,yes,yes,yes,no,not scanned (binary/large)
Code/src/additional_sensitivity_analysis/__pycache__/schemas.cpython-313.pyc,.pyc,2056,untracked,analysis code or configuration,yes,yes,fcfcbb31fb3f770626a05f840f909401bf8e7353ef4432c48256758f59e45bfb,no,yes,yes,yes,no,not scanned (binary/large)
Code/src/additional_sensitivity_analysis/__pycache__/temporal.cpython-311.pyc,.pyc,8707,untracked,analysis code or configuration,yes,yes,1ea5982b208414b88ca77ffa2402f22a74c5f5f87e7a50ec15d94578f7b34079,no,yes,yes,yes,no,not scanned (binary/large)
Code/src/additional_sensitivity_analysis/__pycache__/validation.cpython-311.pyc,.pyc,2292,untracked,analysis code or configuration,yes,yes,ecc155d4f489deea3d0df2447481edd81cf1f1962bef0724527f544cf7905ba1,no,yes,yes,yes,no,not scanned (binary/large)
Code/src/additional_sensitivity_analysis/aerosol.py,.py,3704,tracked,analysis code or configuration,yes,yes,581b846c16c7f37be1546a11f955752b9f1d97a01bf8d00629c831152e6ee84e,no,no,yes,no,no,no
Code/src/additional_sensitivity_analysis/aggregation.py,.py,3067,tracked,analysis code or configuration,yes,yes,eb594956c74b72dc25d6f00d5a13f77eed33f359d2c467904172de5cca0b2193,no,no,yes,no,no,no
Code/src/additional_sensitivity_analysis/config.py,.py,2074,tracked,analysis code or configuration,yes,yes,adf5c42a6c07bff3c49156aa5f35b73e5fff57003e61d5d4f4f3314f58975b86,no,no,yes,no,no,no
Code/src/additional_sensitivity_analysis/downstream.py,.py,1278,tracked,analysis code or configuration,yes,yes,c26e1c3e14209dee6f146a7644bb77eed61962f47a2c47903416859ac07dd194,no,no,yes,no,no,no
Code/src/additional_sensitivity_analysis/finalize.py,.py,46914,tracked,analysis code or configuration,yes,yes,5aa11faa289cf93e0c82bf4acb350cb953b09bfe149f006dd8d09bfae3cbb1f5,no,no,yes,no,no,no
Code/src/additional_sensitivity_analysis/io_utils.py,.py,1085,tracked,analysis code or configuration,yes,yes,440617ea235b01ff4439208791225b78c49458ba1e4fabea352694057a9230d9,no,no,yes,no,no,no
Code/src/additional_sensitivity_analysis/production.py,.py,28816,tracked,analysis code or configuration,yes,yes,d5af26fe64fd48240a36a12c7e462f634a8df7b3ba9ba3ccb14d07a5a0c18bf6,no,no,yes,no,no,no
Code/src/additional_sensitivity_analysis/schemas.py,.py,1887,tracked,analysis code or configuration,yes,yes,90c95d31db06378254c3e5c6424c31363404b9656fab8f3e559ce44bebe40b40,no,no,yes,no,no,no
Code/src/additional_sensitivity_analysis/temporal.py,.py,4764,tracked,analysis code or configuration,yes,yes,6bec94e3b6e09875c14e6c3b463ffee657123c0fd041fb899ae2e35f9b714393,no,no,yes,no,no,no
Code/src/additional_sensitivity_analysis/validation.py,.py,980,tracked,analysis code or configuration,yes,yes,a88017e3bbc81ec1ddde6e246d010fb5ebb27f0e5f26a6c05572931346fc889c,no,no,yes,no,no,no
Code/src/aoi_expansion/__init__.py,.py,61,tracked,analysis code or configuration,yes,yes,da98f77d41837c1aadfd3edb159b13c584d47b99561480ae4b55459ef7ffcb6f,no,no,yes,no,no,no
Code/src/aoi_expansion/candidate_generation.py,.py,2910,tracked,analysis code or configuration,yes,yes,6e3eed2dd6d53221b19eab6a4da1ed52ca0ef496d1bbc6a0bd5c800fcd4f72d0,no,no,yes,no,no,no
Code/src/aoi_expansion/eligibility.py,.py,71,tracked,analysis code or configuration,yes,yes,b1c34e53ba6cd458b7698aea6d43db87899d56ddf0e486c76879e7d34b1f322d,no,no,yes,no,no,no
Code/src/aoi_expansion/environmental_api.py,.py,6241,tracked,analysis code or configuration,yes,yes,6e79bf0d25f3f5145911215fe4c4c0b6e57b2cce35b1393b18cc846025053873,no,no,yes,no,no,no
Code/src/aoi_expansion/environmental_distance.py,.py,227,tracked,analysis code or configuration,yes,yes,d108dd259dff0fb75e975aaa36a29122706335e2c1b5689dab24ee1092df7d57,no,no,yes,no,no,no
Code/src/aoi_expansion/environmental_features.py,.py,6872,tracked,analysis code or configuration,yes,yes,80471bb510fdfb93f33b5a772dc1e0772a9886dbaed1b8d4e7abb89e7cffe298,no,no,yes,no,no,no
Code/src/aoi_expansion/mapping.py,.py,2082,tracked,analysis code or configuration,yes,yes,46910fd415abd5521d8b8aaf15652f4e6353a4c5dbb322ca62e3e7f0d93b94e9,no,no,yes,no,no,no
Code/src/aoi_expansion/select_final_aois.py,.py,6815,tracked,analysis code or configuration,yes,yes,361104682b44dd5d30b2476d29309fab9f3dcf1664a6a64880d7f0ff70b9db55,no,no,yes,no,no,no
Code/src/audit/__init__.py,.py,29,tracked,analysis code or configuration,yes,yes,faeaa8877743b080ad002b958c442a43c4a24a0f1fd116cbdf751ef16cfdd2ed,no,no,yes,no,no,no
Code/src/audit/leakage.py,.py,187,tracked,analysis code or configuration,yes,yes,e12b54dae2ea3aaf66f5ab5fdf61283221ed5e65d18b733326b36885a5fd619b,no,no,yes,no,no,no
Code/src/audit/methodology_contract.py,.py,779,tracked,analysis code or configuration,yes,yes,e690b0436d3c285a1c89c982d2a8e7cd40b02caec8d282eebfa1d84249af5c1b,no,no,yes,no,no,no
Code/src/audit/provenance.py,.py,111,tracked,analysis code or configuration,yes,yes,e11a81584c4744c388958c249dafbb931795f00a8d9cb77e9b14003c0ffc04ed,no,no,yes,no,no,no
Code/src/audit/scientific_checks.py,.py,198,tracked,analysis code or configuration,yes,yes,7de499cb0a7c7ac0c2b229a280112797360d10b6c30206ba46a17589fbd7ca83,no,no,yes,no,no,no
Code/src/common/__init__.py,.py,42,tracked,analysis code or configuration,yes,yes,899dc6c0ed02cbf975b1c3a73948748f44e2a6ff878d82352f37800b78a20f81,no,no,yes,no,no,no
Code/src/common/__pycache__/__init__.cpython-311.pyc,.pyc,250,untracked,analysis code or configuration,yes,yes,44525eb45a87aa7bc644791deef5254bb5a51ea51c0697b0807d95aeb0ef796f,no,yes,yes,yes,no,not scanned (binary/large)
Code/src/common/__pycache__/blocks.cpython-311.pyc,.pyc,1916,untracked,analysis code or configuration,yes,yes,ffc3f7aa5f088014492246066654ce6affec6c748024a44b4fe66745026d84e0,no,yes,yes,yes,no,not scanned (binary/large)
Code/src/common/blocks.py,.py,635,tracked,analysis code or configuration,yes,yes,4c88da0dfd2c30433fb45146c86be66b9f02908287910ac965ee6a16f6847008,no,no,yes,no,no,no
Code/src/common/checksum.py,.py,451,tracked,analysis code or configuration,yes,yes,648436d8b4ea926ab258a0868e1fb70512640e8be8d7b507868cd9431a254f91,no,no,yes,no,no,no
Code/src/common/grid.py,.py,673,tracked,analysis code or configuration,yes,yes,9fa8988ebfecc7729ac74ad99269455c2188f9b8358ab8c1582cccd214f287d7,no,no,yes,no,no,no
Code/src/common/logging.py,.py,177,tracked,analysis code or configuration,yes,yes,9a6cfda325ce1286bf8c1e5834dfa4dfe8f3540726750164d5a98987573ec956,no,no,yes,no,no,no
Code/src/common/manifests.py,.py,1669,tracked,analysis code or configuration,yes,yes,b41df02988986da3fdc8f1c85a6d08b710895e71a68547945e84973ae6148cf2,no,no,yes,no,no,no
Code/src/common/paths.py,.py,236,tracked,analysis code or configuration,yes,yes,b1732eb948725b731816235e8dc567d9ddb3594803a73d47a70ecf1a1efe05de,no,no,yes,no,no,no
Code/src/common/raster_utils.py,.py,4361,tracked,analysis code or configuration,yes,yes,6ffc7add17c2ce2960da4552fcc8c44fb48d7b777d7606033ca72505d4dc9d6f,no,no,yes,no,no,no
Code/src/data_prep/__init__.py,.py,79,tracked,analysis code or configuration,yes,yes,e2c8e3f2ef5b419b001a8c7b3bec0fc4db4e55b91fea3b7e725e03ffa802d506,no,no,yes,no,no,no
Code/src/data_prep/__pycache__/__init__.cpython-311.pyc,.pyc,290,untracked,analysis code or configuration,yes,yes,8d1b9ca3a17a30df94271ad1ecea732459811bd007e5ec5e962ee8a71f625f32,no,yes,yes,yes,no,not scanned (binary/large)
Code/src/data_prep/__pycache__/__init__.cpython-313.pyc,.pyc,279,untracked,analysis code or configuration,yes,yes,4b0f6c9899fb71fffe648972a4eec79820b11f71d6ccf88d72f446a8b1b36203,no,yes,yes,yes,no,not scanned (binary/large)
Code/src/data_prep/__pycache__/download.cpython-311.pyc,.pyc,48753,untracked,analysis code or configuration,yes,yes,71966961a5ffcca5d88b26a5b5f305bb72e6d50f7d391c933affd37083a4d172,no,yes,yes,yes,no,not scanned (binary/large)
Code/src/data_prep/__pycache__/fcover.cpython-311.pyc,.pyc,2174,untracked,analysis code or configuration,yes,yes,fa80ecd3043c01954234012d34abbe70dbf837a1a5fea6ec512ee415746e6689,no,yes,yes,yes,no,not scanned (binary/large)
Code/src/data_prep/__pycache__/gee_cloud.cpython-311.pyc,.pyc,61726,untracked,analysis code or configuration,yes,yes,5bc316d34218b1e50eb693898fa2ead865fa7cc055a7761756a114d84246aa74,no,yes,yes,yes,no,not scanned (binary/large)
Code/src/data_prep/__pycache__/temporal_composite.cpython-311.pyc,.pyc,1443,untracked,analysis code or configuration,yes,yes,1421555cbb022ebcb1ca7963276e8e4b5d33ea8b1ae006a29e1d939babfd33a1,no,yes,yes,yes,no,not scanned (binary/large)
Code/src/data_prep/__pycache__/temporal_composite.cpython-313.pyc,.pyc,1247,untracked,analysis code or configuration,yes,yes,21f95986a841a635c400a3e4c76aefdfbdf709fb8dfb2ebc322b252c66766c46,no,yes,yes,yes,no,not scanned (binary/large)
Code/src/data_prep/build_pairs.py,.py,250,tracked,analysis code or configuration,yes,yes,20fb43133b5830bc1bc1ff477a582c56ac3b3d32658bc293ab05902737bd0e47,no,no,yes,no,no,no
Code/src/data_prep/catalog.py,.py,2021,tracked,analysis code or configuration,yes,yes,ebb627f0547539a25022550d69941e727079e93593f3f94931ce5515c09a2068,no,no,yes,no,no,no
Code/src/data_prep/clip.py,.py,313,tracked,analysis code or configuration,yes,yes,402e36c00f68dfe7995fbd3b90eb2fec3c6914f0c3d6181f65d2cc98446f469c,no,no,yes,no,no,no
Code/src/data_prep/common_support.py,.py,144,tracked,analysis code or configuration,yes,yes,00efbe4734ec8e307ef703c940c477e275fb69c46a337f3ad64701dc1a20aa44,no,no,yes,no,no,no
Code/src/data_prep/download.py,.py,28531,tracked,analysis code or configuration,yes,yes,a980ad875dfdbe9bfa58222af77edaa575c1633b0d37f9571e187b108620b6bc,no,no,yes,no,no,candidate
Code/src/data_prep/fcover.py,.py,1321,tracked,analysis code or configuration,yes,yes,e0d9a68e18cf53050f99c6c2c10575d829420b5073e2d09ddac8cc365bec4d11,no,no,yes,no,no,no
Code/src/data_prep/fcover_cache.py,.py,8904,tracked,analysis code or configuration,yes,yes,71d14fb35b5ef3c40392246123b82cf4bf22ea3f8e2642880019e71321ef2da6,no,no,yes,no,no,candidate
Code/src/data_prep/gee_cloud.py,.py,33656,tracked,analysis code or configuration,yes,yes,75637b05811b8ef1f8b569c65b8ad1b241a19401dd3e5a052cd1e39e5700eff6,no,no,yes,no,no,no
Code/src/data_prep/landsat.py,.py,705,tracked,analysis code or configuration,yes,yes,9bc0bff50e245460b3608ffcec220263bb0338ce31fa4831a87277308058a325,no,no,yes,no,no,no
Code/src/data_prep/materialization.py,.py,1357,tracked,analysis code or configuration,yes,yes,900dcfc7f47a4b7f53e9730602f1b5648c23781a78055762502fd01d56618c22,no,no,yes,no,no,no
Code/src/data_prep/modis.py,.py,1079,tracked,analysis code or configuration,yes,yes,c764ee17784fbab146abce1fccb6d08e225bfbda494375856fddcbe124d5400d,no,no,yes,no,no,no
Code/src/data_prep/parity_engine.py,.py,12590,tracked,analysis code or configuration,yes,yes,3e2a33e94705b4dcd4135ac5091adb3854671d591d9399c00878bd2bbc5a53f0,no,no,yes,no,no,no
Code/src/data_prep/processing.py,.py,990,tracked,analysis code or configuration,yes,yes,14b9bb7a8f9ba0459228a198fda2c30e4c88b3b495e6c8499f7ddd4e168aa847,no,no,yes,no,no,no
Code/src/data_prep/sentinel2.py,.py,561,tracked,analysis code or configuration,yes,yes,0f1498ff63f08f2be2a3dc6e85e0b89d0f6324f833d915c5adfa2d5d446a96e6,no,no,yes,no,no,no
Code/src/data_prep/temporal_composite.py,.py,499,tracked,analysis code or configuration,yes,yes,11bc9e6fde4192c879b3f858c426e89bed32e97598a5028ce74060fbc460fbe4,no,no,yes,no,no,no
Code/src/execution/__init__.py,.py,81,tracked,analysis code or configuration,yes,yes,13dfbcfb025fbb53d1ff436f541799b4957c1127e4b8ddfc3bae85502a3159a5,no,no,yes,no,no,no
Code/src/execution/__pycache__/__init__.cpython-311.pyc,.pyc,292,untracked,analysis code or configuration,yes,yes,2a95f8a773a5d1d9f163368287794425d8163df435b44f3fb38eae229cb7f1b5,no,yes,yes,yes,no,not scanned (binary/large)
Code/src/execution/__pycache__/contract.cpython-311.pyc,.pyc,12315,untracked,analysis code or configuration,yes,yes,e2954b4e093455a85e9b2689af8deea915790160439a5af32dbacb5458c9b869,no,yes,yes,yes,no,not scanned (binary/large)
Code/src/execution/__pycache__/identity.cpython-311.pyc,.pyc,4896,untracked,analysis code or configuration,yes,yes,4bd45535a052249044221ff2aa6b788c49f328f9c3489940c430ca344d024633,no,yes,yes,yes,no,not scanned (binary/large)
Code/src/execution/__pycache__/science.cpython-311.pyc,.pyc,45331,untracked,analysis code or configuration,yes,yes,db4ab728edf6467fb004b7d62883a1316daf6d54b51fdf12992f49f7359dc8bb,no,yes,yes,yes,no,not scanned (binary/large)
Code/src/execution/contract.py,.py,8136,tracked,analysis code or configuration,yes,yes,5fa1f71130c926c92eeed0b24b1283d21b31e31ae11252e3f8b6d333164ea59b,no,no,yes,no,no,no
Code/src/execution/gate.py,.py,15942,tracked,analysis code or configuration,yes,yes,d48d7ab1dc521e7ad1c11d8a79b72f19fd7cd0688c141238c1cd8a442ba3dd77,no,no,yes,no,no,no
Code/src/execution/identity.py,.py,2852,tracked,analysis code or configuration,yes,yes,669315711705b86271bc87466b03c8870f02806567cd8876953409a26d437090,no,no,yes,no,no,no
Code/src/execution/preparation_guard.py,.py,4398,tracked,analysis code or configuration,yes,yes,1ae2c53f54dbc80cd185b5a70ea9ff35eb25f3705cc4df875f303ddcd7d4ac00,no,no,yes,no,no,no
Code/src/execution/remediation.py,.py,23665,tracked,analysis code or configuration,yes,yes,3434d3dabb22e0794fce188ad85c7665002fb1eef2b4e9c60e04e6837f3a02fd,no,no,yes,no,no,no
Code/src/execution/science.py,.py,29263,tracked,analysis code or configuration,yes,yes,2a78396a79fb5793387ffb08a031ebc57f2f2acc87b0d4a9f2ee7af028f07580,no,no,yes,no,no,no
Code/src/metrics/__init__.py,.py,60,tracked,analysis code or configuration,yes,yes,8b9472d27d849fe57942983d153762b498b83389028a272812e1c3da968acf5b,no,no,yes,no,no,no
Code/src/metrics/__pycache__/__init__.cpython-311.pyc,.pyc,269,untracked,analysis code or configuration,yes,yes,61dbb7ec508b8061b321f0c6a6a3bee52168486b641a9de245ef0dcc826bdabe,no,yes,yes,yes,no,not scanned (binary/large)
Code/src/metrics/__pycache__/block_metrics.cpython-311.pyc,.pyc,1015,untracked,analysis code or configuration,yes,yes,0fc02ca403af70f723f6a0cd48202093beb36b1a0fd39b93c2cad5c6ea61cf2f,no,yes,yes,yes,no,not scanned (binary/large)
Code/src/metrics/__pycache__/holm.cpython-311.pyc,.pyc,1019,untracked,analysis code or configuration,yes,yes,63b786f32d9d7c814e07ab17b4bb575dc3f786d962652d072a5b19337f9d90bd,no,yes,yes,yes,no,not scanned (binary/large)
Code/src/metrics/__pycache__/paired_tests.cpython-311.pyc,.pyc,696,untracked,analysis code or configuration,yes,yes,b89fbabaa6868ee74a6d728537e0b726d57f262be95a5d36837aaf0d881d01ab,no,yes,yes,yes,no,not scanned (binary/large)
Code/src/metrics/__pycache__/regression_metrics.cpython-311.pyc,.pyc,1607,untracked,analysis code or configuration,yes,yes,d70f5612506167b29e428f36d3255b5c17316f71f8ad27c536e2c524bf10529e,no,yes,yes,yes,no,not scanned (binary/large)
Code/src/metrics/block_metrics.py,.py,286,tracked,analysis code or configuration,yes,yes,3d65fa60cd9c0fa0af8244dc55046a5411db8b8c62091d64163c5bb9047e49e7,no,no,yes,no,no,no
Code/src/metrics/holm.py,.py,393,tracked,analysis code or configuration,yes,yes,a82228701b7bdd1f9304c741bfa05fc3ab2a9b207aad345cd25263a589f16267,no,no,yes,no,no,no
Code/src/metrics/paired_tests.py,.py,217,tracked,analysis code or configuration,yes,yes,24f9af950537d21da044449427ac1aae69260166a4b214d014e0ceba5882048d,no,no,yes,no,no,no
Code/src/metrics/regression_metrics.py,.py,586,tracked,analysis code or configuration,yes,yes,76f6f4138c5a3314b40dd772bc62db94bc2628d1bade67293110c3953c401e29,no,no,yes,no,no,no
Code/src/models/__init__.py,.py,56,tracked,analysis code or configuration,yes,yes,bb1d645f5c19eca98ac1763f4ef8e42a0d6f102801d5e33a9846666e1d897f38,no,no,yes,no,no,no
Code/src/models/__pycache__/__init__.cpython-311.pyc,.pyc,264,untracked,analysis code or configuration,yes,yes,06f83cee797599d576c672b835d7bdc5d7a3492f5141b32b087d25bdc1f82e83,no,yes,yes,yes,no,not scanned (binary/large)
Code/src/models/__pycache__/endpoint.cpython-311.pyc,.pyc,761,untracked,analysis code or configuration,yes,yes,2b66480b648349aaf5e4857947b36dd00de0d5947280bf0e97f8658c72d50f65,no,yes,yes,yes,no,not scanned (binary/large)
Code/src/models/__pycache__/ols.cpython-311.pyc,.pyc,1661,untracked,analysis code or configuration,yes,yes,d46d2167e48a5837e527f6f94e9c905969e01b4cca8d95aa9f394a26b139751a,no,yes,yes,yes,no,not scanned (binary/large)
Code/src/models/endpoint.py,.py,255,tracked,analysis code or configuration,yes,yes,297271b44e5944fa4c593e875ce9e71ce04be805c6f6823903e43bf54338aeb8,no,no,yes,no,no,no
Code/src/models/ols.py,.py,557,tracked,analysis code or configuration,yes,yes,38cf4a4bc2527138d361ccfe94b4b4fa1e1b946679941b4004a41f5384f851f6,no,no,yes,no,no,no
Code/src/rolling_origin/__init__.py,.py,45,tracked,analysis code or configuration,yes,yes,9935f969d2ad5ca95c0926830a5b041ee9f4fd1e1ac523677af4336735eaae0c,no,no,yes,no,no,no
Code/src/rolling_origin/design.py,.py,69,tracked,analysis code or configuration,yes,yes,1b7fed2c4d0d6691172210ff71c79fe65746eab74d7bcef5e7f9e31771b51404,no,no,yes,no,no,no
Code/src/rolling_origin/planned_metrics.py,.py,121,tracked,analysis code or configuration,yes,yes,74929cb7df2006b789a0adb571b245500535742839658bf91b641b373fe5c69a,no,no,yes,no,no,no
Code/src/rolling_origin/runner.py,.py,705,tracked,analysis code or configuration,yes,yes,c15ce911b2c5a4c0815d892824bbd8fed0b674a3bda65c84b8436bb6dad26a59,no,no,yes,no,no,no
Code/src/rolling_origin/windows.py,.py,679,tracked,analysis code or configuration,yes,yes,00e33f805609582d6baf6142d7b267a54e21a038887f5359cdaaa7891bd1fe6a,no,no,yes,no,no,no
Code/src/validation/__init__.py,.py,52,tracked,analysis code or configuration,yes,yes,d8869411e592439d7cc90cdac92fa5073b4bf3a39e3339c9a4f8e5f2fda9ef71,no,no,yes,no,no,no
Code/src/validation/__pycache__/__init__.cpython-311.pyc,.pyc,264,untracked,analysis code or configuration,yes,yes,a85bc1ac3fd8f0c0f2bc64b8014ac2a078f06c90c25781bac2b3d8db74a2096f,no,yes,yes,yes,no,not scanned (binary/large)
Code/src/validation/__pycache__/leakage_audit.cpython-311.pyc,.pyc,2494,untracked,analysis code or configuration,yes,yes,c842f46f2b7b392424ad1bbc26d1a765d8c4e26eb4b4ddfcf0653fb9cc128473,no,yes,yes,yes,no,not scanned (binary/large)
Code/src/validation/__pycache__/loyo.cpython-311.pyc,.pyc,1431,untracked,analysis code or configuration,yes,yes,ba791a9cedaa5ffcf461859b2cdb63edfe6071c34d097ee0b27b560c5994bd10,no,yes,yes,yes,no,not scanned (binary/large)
Code/src/validation/groupkfold.py,.py,357,tracked,analysis code or configuration,yes,yes,a761231a8a75ce32fb26318a3d66f36c9d007eff1ebbfcd48577f6b5371d85da,no,no,yes,no,no,no
Code/src/validation/historical_reserve.py,.py,245,tracked,analysis code or configuration,yes,yes,b0f040b86dd0ff458e0cd93308ddb7b61e160bddbeb4233a6a59c4a44f91da97,no,no,yes,no,no,no
Code/src/validation/leakage_audit.py,.py,855,tracked,analysis code or configuration,yes,yes,4b3deddbab957f102ee69eb952c655a9a331898efdd009bc7c15e639dacfc0f3,no,no,yes,no,no,no
